"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geodata_center";"geoarea";
"5738";"«К/т Тула», улица Гурьянова (5738)";"37.71747352";"55.68746155";"улица Гурьянова";"Юго-Западный административный округ";"район Ясенево";"А292; А646; А426";"К/т Тула";"";"да";"ГУП «Мосгортранс»";"активна";"889090346";"0101000000B0121C2CD6DB4240F54075BDFED74B40";"";
"5739";"«Поликлиника № 109», улица Гурьянова (5739)";"37.72208559";"55.69159557";"улица Гурьянова";"Юго-Восточный административный округ";"район Печатники";"А193; А292; А646; А736; А426";"Поликлиника № 109";"";"да";"ГУП «Мосгортранс»";"активна";"889090348";"01010000003FFBF44C6DDC4240AF9A213486D84B40";"";
"5740";"«Шоссейная ул., 1», Шоссейная улица (5740)";"37.72801251";"55.69859179";"Шоссейная улица";"Юго-Западный административный округ";"район Ясенево";"А193; А161; А703; А426; А438; А524";"Шоссейная ул., 1";"";"нет";"";"активна";"889090349";"0101000000B2C390832FDD4240EDA6AD746BD94B40";"";
"5741";"«Налоговая инспекция», Шоссейная улица (5741)";"37.72743747";"55.70432917";"Шоссейная улица";"Юго-Западный административный округ";"район Ясенево";"А193; А161; А703; А426; А438; А524";"Налоговая инспекция";"";"нет";"";"активна";"889090350";"01010000007AC4C7AB1CDD424069624F7527DA4B40";"";
"5744";"«Налоговая инспекция», Шоссейная улица (5744)";"37.72705442";"55.70550494";"Шоссейная улица";"Западный административный округ";"район Тропарёво-Никулино";"А193; А161; А703; А426; А438; А524";"Налоговая инспекция";"";"да";"ГУП «Мосгортранс»";"активна";"889090352";"0101000000F827861E10DD4240B43B62FC4DDA4B40";"";
"5745";"«Шоссейная ул., 1», Шоссейная улица (5745)";"37.72774357";"55.69894725";"Шоссейная улица";"Юго-Восточный административный округ";"район Печатники";"А193; А161; А703; А426; А438; А524";"Шоссейная ул., 1";"";"да";"ГУП «Мосгортранс»";"активна";"889090353";"01010000001C8388B326DD424088307E1A77D94B40";"";
"5746";"«Лицей», улица Гурьянова (5746)";"37.7202122014";"55.6899510193";"улица Гурьянова";"Юго-Восточный административный округ";"район Печатники";"А193; А292; А736; А426";"Лицей";"";"да";"ГУП «Мосгортранс»";"активна";"889090354";"0101000000BA98D5E92FDC424020DEA35050D84B40";"";
"5748";"«Продмаг», Шоссейная улица (5748)";"37.72412353";"55.68113893";"Шоссейная улица";"Юго-Восточный административный округ";"район Печатники";"А292; А161; А703; А30; А736; А438";"Продмаг";"";"да";"ГУП «Мосгортранс»";"активна";"889090355";"01010000009ACE6F14B0DC4240F4307A8F2FD74B40";"";
"5749";"«Поликлиника», Шоссейная улица (5749)";"37.72356049";"55.67878766";"Шоссейная улица";"Юго-Восточный административный округ";"район Печатники";"А292; А161; А703; А30; А736; А438";"Поликлиника";"";"да";"ГУП «Мосгортранс»";"активна";"889090357";"0101000000269D50A19DDC42406E509883E2D64B40";"";
"5750";"«Шоссейная ул., 51», Шоссейная улица (5750)";"37.72293362";"55.67438785";"Шоссейная улица";"Юго-Западный административный округ";"район Коньково";"А292; А161; А703; А30; А736; А438";"Шоссейная ул., 51";"";"да";"ГУП «Мосгортранс»";"активна";"889090358";"0101000000198ABF1689DC4240EE48505752D64B40";"";
"5751";"«Николо-Перервинский монастырь», Шоссейная улица (5751)";"37.72022214";"55.67016482";"Шоссейная улица";"Южный административный округ";"район Орехово-Борисово Северное";"А292; А161; А703; А30; А736; А438";"Николо-Перервинский монастырь";"";"да";"ГУП «Мосгортранс»";"активна";"889090359";"0101000000DB93343D30DC4240346AF8F5C7D54B40";"";
"5752";"«Технологический колледж», Шоссейная улица (5752)";"37.72004229";"55.66583977";"Шоссейная улица";"Южный административный округ";"район Орехово-Борисово Северное";"А292; А161; А703; А646; А736; А438; А524";"Технологический колледж";"";"да";"ГУП «Мосгортранс»";"активна";"889090360";"0101000000BBA483582ADC42405943D23C3AD54B40";"";
"5753";"«Школа № 918», улица Полбина (5753)";"37.72399205";"55.67081128";"улица Полбина";"Юго-Восточный административный округ";"район Печатники";"А646; А30; А524";"Школа № 918";"";"да";"ГУП «Мосгортранс»";"активна";"889090361";"010100000031A880C5ABDC4240A7B1DE24DDD54B40";"";
"5754";"«Детская п-ка», улица Полбина (5754)";"37.72849681";"55.67917908";"улица Полбина";"Юго-Восточный административный округ";"район Печатники";"А646; А30; А524";"Детская п-ка";"";"да";"ГУП «Мосгортранс»";"активна";"889090362";"01010000005D182B623FDD42401A5D1057EFD64B40";"";
"5755";"«Ставропольская ул.», Люблинская улица (5755)";"37.73821232";"55.67970899";"Люблинская улица";"Южный административный округ";"район Орехово-Борисово Северное";"А623; А30; А350; А528; А650; АТ50";"Ставропольская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889090364";"0101000000C0F3C5BD7DDE4240716C45B400D74B40";"";
"5756";"«Краснодарская ул.», Краснодарская улица (5756)";"37.73973509";"55.67680197";"Краснодарская улица";"Южный административный округ";"район Орехово-Борисово Северное";"А30; А528";"Краснодарская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889090365";"010100000077A0B1A3AFDE42405A826B72A1D64B40";"";
"5757";"«Просп. 40 лет Октября», Краснодарская улица (5757)";"37.74652508";"55.67725617";"Краснодарская улица";"Юго-Восточный административный округ";"район Печатники";"А30; А528";"Просп. 40 лет Октября";"";"да";"ГУП «Мосгортранс»";"активна";"889090366";"0101000000341F42228EDF424005958654B0D64B40";"";
"5758";"«Армавирская ул.», Краснодарская улица (5758)";"37.75281588";"55.67761661";"Краснодарская улица";"Юго-Восточный административный округ";"район Печатники";"А30; АН5; АС4; А528; А530; А658";"Армавирская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889090367";"0101000000364150455CE0424094961D24BCD64B40";"";
"5759";"«Белореченская ул., 17», Белореченская улица (5759)";"37.76544418";"55.67238859";"Белореченская улица";"Юго-Восточный административный округ";"район Печатники";"А728; А30; АН5; А517; А524; А528; А530; А658";"Белореченская ул., 17";"";"да";"ГУП «Мосгортранс»";"активна";"889090368";"0101000000BC012C13FAE1424074204ED410D64B40";"";
"5760";"«Белореченская ул.», Белореченская улица (5760)";"37.76439393";"55.67006277";"Белореченская улица";"Юго-Восточный административный округ";"район Люблино";"А728; А30; АН5; А517; А524; А528; А530; А658";"Белореченская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889090369";"0101000000324E09A9D7E1424066B5E99DC4D54B40";"";
"5763";"«Ст. МЦД Люблино», улица Полбина (5763)";"37.73062304";"55.68344421";"улица Полбина";"Юго-Восточный административный округ";"район Печатники";"А646; А524";"Ст. МЦД Люблино";"";"да";"ГУП «Мосгортранс»";"активна";"889090370";"01010000008640470E85DD4240974B91197BD74B40";"";
"5765";"«91-й кв. Грайворонова», Грайвороновская улица (5765)";"37.73871616";"55.72017185";"Грайвороновская улица";"Юго-Восточный административный округ";"район Текстильщики";"А228; А861; А193; А334";"91-й кв. Грайворонова";"";"да";"ГУП «Мосгортранс»";"активна";"889090371";"0101000000051D4A408EDE4240FA9F57972EDC4B40";"";
"5766";"«Карачарово (пос.)», Перовское шоссе (5766)";"37.75944608";"55.73707441";"Перовское шоссе";"Юго-Восточный административный округ";"район Печатники";"А759; А859; А59";"Карачарово (пос.)";"";"да";"ГУП «Мосгортранс»";"активна";"889090372";"01010000007356768735E1424091D54A7458DE4B40";"";
"5767";"«2-я Карачаровская ул.», Перовское шоссе (5767)";"37.752401";"55.7370374";"Перовское шоссе";"Юго-Восточный административный округ";"Нижегородский район";"А759; А859; А59";"2-я Карачаровская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889090373";"0101000000253D0CAD4EE04240E576D43D57DE4B40";"";
"5768";"«З-д Станкоагрегат», Перовское шоссе (5768)";"37.74675832";"55.73593309";"Перовское шоссе";"Юго-Восточный административный округ";"район Печатники";"А759; А859; А59";"З-д Станкоагрегат";"";"да";"ГУП «Мосгортранс»";"активна";"889090374";"01010000003C35D1C695DF424010CC340E33DE4B40";"";
"5769";"«3-я Карачаровская ул.», Перовское шоссе (5769)";"37.74172184";"55.73473305";"Перовское шоссе";"Юго-Восточный административный округ";"район Печатники";"А759; А859; А59";"3-я Карачаровская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889090375";"0101000000B4C3C2BDF0DE42402A858ABB0BDE4B40";"";
